+------------------------------------------------+
| Time of Transition | PID | Old State | New State |
|                123 |   4 |    WAITING |     READY |
|                123 |   5 |    WAITING |     READY |
|                125 |   1 |    RUNNING |   WAITING |
|                125 |   2 |      READY |   RUNNING |
|                131 |   2 |    RUNNING |   WAITING |
|                131 |   4 |      READY |   RUNNING |
|                135 |   4 |    RUNNING |   WAITING |
|                135 |   5 |      READY |   RUNNING |
|                138 |   5 |    RUNNING |   WAITING |
|                140 |   1 |    WAITING |     READY |
|                140 |   1 |      READY |   RUNNING |
|                141 |   2 |    WAITING |     READY |
|                143 |   4 |    WAITING |     READY |
|                143 |   5 |    WAITING |     READY |
|                145 |   1 |    RUNNING |   WAITING |
|                145 |   2 |      READY |   RUNNING |
|                148 |   2 |    RUNNING | TERMINATED |
|                148 |   6 |        NEW |     READY |
|                148 |   4 |      READY |   RUNNING |
|                152 |   4 |    RUNNING |   WAITING |
|                152 |   5 |      READY |   RUNNING |
|                155 |   5 |    RUNNING |   WAITING |
|                155 |   6 |      READY |   RUNNING |
|                160 |   1 |    WAITING |     READY |
|                160 |   4 |    WAITING |     READY |
|                160 |   5 |    WAITING |     READY |
|                160 |   1 |      READY |   RUNNING |
|                165 |   1 |    RUNNING |   WAITING |
|                165 |   4 |      READY |   RUNNING |
|                168 |   4 |    RUNNING | TERMINATED |
|                168 |   5 |      READY |   RUNNING |
|                169 |   7 |        NEW |     READY |
|                171 |   5 |    RUNNING |   WAITING |
|                173 |   6 |    RUNNING |   WAITING |
|                173 |   7 |      READY |   RUNNING |
|                176 |   5 |    WAITING |     READY |
|                176 |   5 |      READY |   RUNNING |
|                179 |   5 |    RUNNING | TERMINATED |
|                179 |   8 |        NEW |     READY |
|                180 |   1 |    WAITING |     READY |
|                180 |   1 |      READY |   RUNNING |
|                182 |   6 |    WAITING |     READY |
|                185 |   1 |    RUNNING | TERMINATED |
|                185 |   6 |      READY |   RUNNING |
|                192 |   6 |    RUNNING |   WAITING |
|                193 |   7 |    RUNNING |   WAITING |
|                193 |   8 |      READY |   RUNNING |
|                195 |   8 |    RUNNING |   WAITING |
|                198 |   8 |    WAITING |     READY |
|                198 |   8 |      READY |   RUNNING |
|                199 |   7 |    WAITING |     READY |
|                199 |   7 |      READY |   RUNNING |
|                201 |   6 |    WAITING |     READY |
|                201 |   6 |      READY |   RUNNING |
|                208 |   6 |    RUNNING |   WAITING |
|                211 |   7 |    RUNNING |   WAITING |
|                212 |   8 |    RUNNING |   WAITING |
|                215 |   8 |    WAITING |     READY |
|                215 |   8 |      READY |   RUNNING |
|                217 |   8 |    RUNNING |   WAITING |
|                217 |   6 |    WAITING |     READY |
|                217 |   7 |    WAITING |     READY |
|                217 |   6 |      READY |   RUNNING |
|                220 |   8 |    WAITING |     READY |
|                221 |   6 |    RUNNING | TERMINATED |
|                221 |   3 |        NEW |     READY |
|                221 |   3 |      READY |   RUNNING |
|                229 |   3 |    RUNNING |   WAITING |
|                229 |   7 |      READY |   RUNNING |
|                234 |   7 |    RUNNING |   WAITING |
|                234 |   8 |      READY |   RUNNING |
|                236 |   8 |    RUNNING |   WAITING |
|                239 |   8 |    WAITING |     READY |
|                239 |   8 |      READY |   RUNNING |
|                240 |   7 |    WAITING |     READY |
|                240 |   7 |      READY |   RUNNING |
|                241 |   3 |    WAITING |     READY |
|                241 |   3 |      READY |   RUNNING |
|                249 |   3 |    RUNNING |   WAITING |
|                253 |   7 |    RUNNING | TERMINATED |
|                254 |   8 |    RUNNING |   WAITING |
|                257 |   8 |    WAITING |     READY |
|                257 |   8 |      READY |   RUNNING |
|                259 |   8 |    RUNNING |   WAITING |
|                261 |   3 |    WAITING |     READY |
|                261 |   3 |      READY |   RUNNING |
|                262 |   8 |    WAITING |     READY |
|                269 |   3 |    RUNNING |   WAITING |
|                269 |   8 |      READY |   RUNNING |
|                271 |   8 |    RUNNING |   WAITING |
|                274 |   8 |    WAITING |     READY |
|                274 |   8 |      READY |   RUNNING |
|                275 |   8 |    RUNNING | TERMINATED |
|                281 |   3 |    WAITING |     READY |
|                281 |   3 |      READY |   RUNNING |
|                289 |   3 |    RUNNING |   WAITING |
|                301 |   3 |    WAITING |     READY |
|                301 |   3 |      READY |   RUNNING |
|                309 |   3 |    RUNNING | TERMINATED |
